,budget,genres,id,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average
1133,60000000,"['action', 'crime', 'thriller']",2749,en,15 Minutes,"When Eastern European criminals Oleg and Emil come to New York City to pick up their share of a heist score, Oleg steals a video camera and starts filming their activities, both legal and illegal. When they learn how the American media circus can make a remorseless killer look like the victim and make them rich, they target media-savvy NYPD Homicide Detective Eddie Flemming and media-naive FDNY Fire Marshal Jordy Warsaw, the cops investigating their murder and torching of their former criminal partner, filming everything to sell to the local tabloid TV show ""Top Story.""",15.205371,"['new_line_cinema', 'industry_entertainment', 'tribeca_productions', 'new_redemption_pictures']","['de', 'us']",2001-03-01,56359980,120.0,"['cs', 'en', 'el', 'ru']",15 Minutes,5.7
1134,48000000,"['adventure', 'comedy', 'family', 'fantasy']",9607,en,Super Mario Bros.,"Mario and Luigi, plumbers from Brooklyn, find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They're the only hope to save our universe from invasion by the dino dictator, Koopa.",14.587367,"['hollywood_pictures', 'cinergi_pictures_entertainment', 'allied_filmmakers', 'walt_disney', 'nintendo']","['gb', 'us']",1993-05-28,20915465,104.0,['en'],Super Mario Bros.,4.0
1135,42000000,"['crime', 'drama', 'thriller']",1830,en,Lord of War,"Yuri Orlov is a globetrotting arms dealer and, through some of the deadliest war zones, he struggles to stay one step ahead of a relentless Interpol agent, his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally, he must also face his own conscience.",34.828241,"['saturn_films', 'ascendant_pictures', 'endgame_entertainment', 'entertainment_manufacturing_company', 'rising_star', 'copag_v']","['fr', 'us', 'de']",2005-09-16,24127895,122.0,"['ar', 'de', 'en', 'fr', 'ru', 'es', 'uk', 'tr']",Lord of War,7.0
1136,31000000,"['drama', 'adventure', 'action', 'history']",79,zh,英雄,One man defeated three assassins who sought to murder the most powerful warlord in pre-unified China.,23.607392,"['beijing_new_picture_film_co._ltd.', 'china_film_co-production_corporation']",['cn'],2002-12-19,177394432,99.0,['zh'],Hero,7.2
1137,40000000,"['action', 'comedy', 'crime']",54054,en,One for the Money,"An unemployed lingerie buyer convinces her bail bondsman cousin to give her a shot as a bounty hunter. Her first assignment is to track down a former cop on the run for murder – the same man who broke her heart years before. With the help of some friends and the best bounty hunter in the business, she slowly learns what it takes to be a true bounty hunter.",19.438503,"['lakeshore_entertainment', 'sidney_kimmel_entertainment']",['us'],2012-01-26,36893721,91.0,['en'],One for the Money,5.3
1138,44000000,"['action', 'comedy']",228967,en,The Interview,"Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",74.168016,"['columbia_pictures', 'point_grey_pictures']",['us'],2014-12-25,12342632,112.0,"['ko', 'en']",The Interview,6.1
1139,42000000,"['adventure', 'fantasy', 'action', 'western', 'thriller']",46528,en,The Warrior's Way,"An Asian assassin (Dong-gun Jang) is forced to hide in a small town in the American Badlands. Also starring Kate Bosworth, Danny Huston, Tony Cox and Academy Award winner Geoffrey Rush.",7.349497,['boram_entertainment_inc.'],"['nz', 'kr']",2010-12-02,11087569,100.0,"['en', 'th']",The Warrior's Way,6.3
1140,33000000,"['action', 'comedy', 'crime']",27936,fr,Micmacs à tire-larigot,"A man and his friends come up with an intricate and original plan to destroy two big weapons manufacturers.  Avid movie-watcher and video store clerk Bazil has had his life all but ruined by weapons of war. His father was killed by a landmine in Morocco and one fateful night a stray bullet from a nearby shootout embeds itself in his skull, leaving him on the verge of instantaneous death. Losing his job and his home, Bazil wanders the streets until he meets Slammer, a pardoned convict who introduces him to a band of eccentric junkyard dealers including Calculator, a math expert and statistician, Buster, a record-holder in human cannonball feats, Tiny Pete, an artistic craftsman of automatons, and Elastic Girl, a sassy contortionist. When chance reveals to Bazil the two weapons manufacturers responsible for building the instruments of his destruction, he constructs a complex scheme for revenge that his newfound family is all too happy to help set in motion.",7.663515,"['france_2_cin\\u00e9ma', 'france_3_cin\\u00e9ma', 'epith\\u00e8te_films', 'france_3_(fr_3)', 'r\\u00e9gion_ile-de-france', 'france_2_(fr2)', 'orange_cin\\u00e9ma_s\\u00e9ries', 'tapioca_films', 'warner_bros._entertainment_france']",['fr'],2009-10-28,14000000,100.0,['fr'],Micmacs,6.8
1141,41000000,['drama'],65,en,8 Mile,"The setting is Detroit in 1995. The city is divided by 8 Mile, a road that splits the town in half along racial lines. A young white rapper, Jimmy ""B-Rabbit"" Smith Jr. summons strength within himself to cross over these arbitrary boundaries to fulfill his dream of success in hip hop. With his pal Future and the three one third in place, all he has to do is not choke.",32.798571,"['imagine_entertainment', 'mikona_productions_gmbh_&_co._kg']",['us'],2002-11-08,215000000,110.0,['en'],8 Mile,6.8
1142,0,"['adventure', 'comedy', 'animation']",280391,fr,Pourquoi j'ai pas mangé mon père,"Based on the novel 'Evolution Man' by Roy Lewis, this tells the story about the first man - young Edward - to descend from apes. Edward is ejected by his tribe, but is very resourceful. He learns to walk, discovers fire, manages to hunt - and we follow him as he evolves. He has a generous nature, and search for true humanity - a world where we don't eat our fathers.",5.794466,"['path\\u00e9_films', 'bor\\u00e9ales']",['fr'],2015-04-08,0,100.0,"['en', 'fr']",Why I Did (Not) Eat My Father,5.3
1143,65000000,"['adventure', 'drama', 'romance', 'action']",9476,en,A Knight's Tale,"William Thatcher, a peasant, is sent to apprentice with a Knight named Hector as a young boy. Urged by his father to ""change his Stars"", he assumes Sir Hector's place in a tournament when Hector dies in the middle of it. He wins. With the other apprentices, he trains and assumes the title of Sir Ulrich von Lichtenstein.",36.670399,"['columbia_pictures_corporation', 'escape_artists', 'black_and_blu_entertainment', 'finestkind']",['us'],2001-05-11,117487473,132.0,['en'],A Knight's Tale,6.6
1144,41000000,"['thriller', 'fantasy', 'action', 'comedy']",10610,en,The Medallion,A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers.,14.653718,"['living_films', 'emperor_multimedia_group_(emg)', 'golden_port_productions_ltd.']","['hk', 'us']",2003-08-15,0,88.0,['en'],The Medallion,5.3
1145,40000000,"['mystery', 'thriller', 'drama']",745,en,The Sixth Sense,"A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.",73.085576,"['spyglass_entertainment', 'the_kennedy/marshall_company', 'hollywood_pictures', 'barry_mendel_productions']",['us'],1999-08-06,672806292,107.0,"['la', 'es', 'en']",The Sixth Sense,7.7
1146,42000000,"['action', 'thriller', 'crime']",49527,en,Man on a Ledge,"An ex-cop turned con threatens to jump to his death from a Manhattan hotel rooftop. The NYPD dispatch a female police psychologist to talk him down. However, unbeknownst to the police on the scene, the suicide attempt is a cover for the biggest diamond heist ever pulled.",34.041407,"['summit_entertainment', 'di_bonaventura_picture']",['us'],2012-01-13,46221189,102.0,['en'],Man on a Ledge,6.2
1147,41000000,['comedy'],73937,en,The Big Year,"Three fanatical bird-watchers spend an entire year competing to spot the highest number of species as El Nino sends an extraordinary variety of rare breeds flying up into the U.S., but they quickly discover that there are more important things than coming out on top of the competition",9.419726,"['ingenious_media', 'dune_entertainment', 'fox_2000_pictures', 'deuce_three_productions', 'sunswept_entertainment', 'red_hour_films']",['us'],2011-10-13,7448385,100.0,['en'],The Big Year,5.6
1148,8000000,['drama'],1885,en,The Karate Kid,"Hassled by the school bullies, Daniel LaRusso has his share of adolescent woes. Luckily, his apartment building houses a resident martial arts master: Kesuke Miyagi, who agrees to train Daniel ... and ends up teaching him much more than self-defense. Armed with newfound confidence, skill and wisdom, Daniel ultimately faces off against his tormentors in this hugely popular classic underdog tale.",28.456572,"['columbia_pictures_corporation', 'jerry_weintraub_productions', 'delphi_films']",['us'],1984-06-22,90815558,126.0,['en'],The Karate Kid,6.9
1149,40000000,"['drama', 'crime']",168672,en,American Hustle,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.",49.664128,"['columbia_pictures', 'atlas_entertainment', 'annapurna_pictures']",['us'],2013-12-12,251171807,138.0,['en'],American Hustle,6.8
1150,40000000,"['comedy', 'romance', 'drama']",18240,en,The Proposal,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.",36.238968,"['touchstone_pictures', 'mandeville_films', 'kurtzman/orci']",['us'],2009-06-01,317375031,108.0,['en'],The Proposal,6.7
1151,70000000,"['crime', 'drama', 'mystery', 'thriller']",10398,en,Double Jeopardy,"A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him.",19.439386,['paramount_pictures'],"['ca', 'us']",1999-09-24,177841558,105.0,['en'],Double Jeopardy,6.2
1152,40000000,"['adventure', 'comedy', 'family', 'science_fiction']",165,en,Back to the Future Part II,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",43.345252,"['universal_pictures', 'amblin_entertainment', 'u-drive_productions']",['us'],1989-11-20,332000000,108.0,['en'],Back to the Future Part II,7.4
1153,40000000,"['action', 'science_fiction']",240832,en,Lucy,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",115.241998,"['universal_pictures', 'tf1_films_production', 'canal+', 'europacorp', 'cin\\u00e9+']","['fr', 'us']",2014-07-14,126546825,89.0,"['zh', 'en', 'fr', 'es', 'ko']",Lucy,6.3
1154,40000000,"['drama', 'romance', 'thriller']",216015,en,Fifty Shades of Grey,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",98.755657,"['focus_features', 'trigger_street_productions', 'michael_de_luca_productions']",['us'],2015-02-11,571006128,125.0,['en'],Fifty Shades of Grey,5.2
1155,38000000,"['action', 'adventure', 'comedy', 'family', 'science_fiction']",12279,en,Spy Kids 3-D: Game Over,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",21.998734,['dimension_films'],['us'],2003-07-25,197011982,84.0,['en'],Spy Kids 3-D: Game Over,4.7
1156,40000000,"['crime', 'drama', 'thriller']",1645,en,A Time to Kill,"A young lawyer defends a black man accused of murdering two men who raped his 10-year-old daughter, sparking a rebirth of the KKK.",25.219805,"['regency_enterprises', 'warner_bros.']",['us'],1996-07-24,152266007,149.0,['en'],A Time to Kill,7.0
1157,40000000,['comedy'],11007,en,Cheaper by the Dozen,"The Baker brood moves to Chicago after patriarch Tom gets a job coaching football at Northwestern University, forcing his writer wife, Mary, and the couple's 12 children to make a major adjustment. The transition works well until work demands pull the parents away from home, leaving the kids bored -- and increasingly mischievous.",26.516624,"['twentieth_century_fox_film_corporation', 'robert_simonds_productions']",['us'],2003-12-24,190212113,98.0,['en'],Cheaper by the Dozen,6.0
1158,40000000,"['action', 'drama', 'thriller', 'war']",193756,en,Lone Survivor,"Based on the failed June 28, 2005 mission ""Operation Red Wing."" Four members of SEAL Team 10, were tasked with the mission to capture or kill notorious Taliban leader, Ahmad Shah. Only one member of the team survived.",37.084384,"['universal_pictures', 'weed_road_pictures', 'herrick_entertainment', 'leverage_management', 'closest_to_the_hole_productions', 'emmett/furla_films', 'envision_entertainment_corporation', 'film_44', 'foresight_unlimited', 'hollywood_studios_international', 'spikings_entertainment']",['us'],2013-12-24,149295601,121.0,['en'],Lone Survivor,7.4
1159,40000000,['comedy'],11287,en,A League of Their Own,"Small-town sisters Dottie and Kit join an all-female baseball league formed after World War II brings pro baseball to a standstill. When their team hits the road with its drunken coach, the siblings find troubles and triumphs on and off the field.",21.661028,"['columbia_pictures_corporation', 'parkway_productions']",['us'],1992-07-01,107458785,128.0,['en'],A League of Their Own,6.7
1160,40000000,['horror'],259693,en,The Conjuring 2,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,68.794673,"['new_line_cinema', 'dune_entertainment', 'the_safran_company', 'evergreen_media_group', 'warner_bross_turkey', 'soho_vfx', 'atomic_monster']","['ca', 'us']",2016-05-13,320170008,134.0,['en'],The Conjuring 2,7.0
1161,40000000,['drama'],37799,en,The Social Network,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.",69.27822,"['columbia_pictures', 'scott_rudin_productions', 'relativity_media']",['us'],2010-09-30,224920315,120.0,['en'],The Social Network,7.1
1162,40000000,"['comedy', 'romance', 'drama']",10184,en,He's Just Not That Into You,"Remember that really cute guy who said he'd call – and didn't? Maybe he lost your number. Maybe he's in the hospital. Maybe he's awed by your beauty, brains or success. Or maybe... he's just not that into you.",26.253357,"['new_line_cinema', 'flower_films_(ii)', 'internationale_filmproduktion_blackswan']","['nl', 'us', 'de']",2009-02-06,177259441,129.0,['en'],He's Just Not That Into You,6.2
1163,45000000,['comedy'],4257,en,Scary Movie 4,"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them.",32.549282,['dimension_films'],['us'],2006-04-13,178262620,83.0,['en'],Scary Movie 4,5.3
1164,40000000,"['horror', 'mystery']",4234,en,Scream 3,"A murdering spree begins to happen again, this time its targeted toward the original Woodsboro survivors and those associated with the movie inside a movie, 'Stab 3'. Sydney must face the demons of her past to stop the killer.",24.992057,"['konrad_pictures', 'craven-maddalena_films', 'dimension_films']",['us'],2000-02-03,161834276,116.0,['en'],Scream 3,5.7
1165,40000000,"['adventure', 'comedy', 'family', 'science_fiction']",196,en,Back to the Future Part III,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking up Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",45.769562,"['universal_pictures', 'amblin_entertainment', 'u-drive_productions']",['us'],1990-05-25,244527583,118.0,['en'],Back to the Future Part III,7.1
1166,40000000,['comedy'],257091,en,Get Hard,"When obscenely rich hedge-fund manager James is convicted of fraud and sentenced to a stretch in San Quentin, the judge gives him one month to get his affairs in order. Knowing that he won't survive more than a few minutes in prison on his own, James desperately turns to Darnell-- a black businessman who's never even had a parking ticket -- for help. As Darnell puts James through the wringer, both learn that they were wrong about many things, including each other.",36.301202,"['gary_sanchez_productions', 'warner_bros.']",['us'],2015-03-26,111811453,100.0,['en'],Get Hard,5.9
1167,40000000,"['romance', 'horror']",6114,en,Dracula,"When Dracula leaves the captive Jonathan Harker and Transylvania for London in search of Mina Harker -- the spitting image of Dracula's long-dead wife, Elisabeta -- obsessed vampire hunter Dr. Van Helsing sets out to end the madness.",45.022964,"['american_zoetrope', 'columbia_pictures_corporation', 'osiris_films']",['us'],1992-11-13,215862692,128.0,"['la', 'ro', 'bg', 'el', 'en']",Dracula,7.1
1168,40000000,"['romance', 'drama']",24803,en,Julie & Julia,"Julia Child and Julie Powell – both of whom wrote memoirs – find their lives intertwined. Though separated by time and space, both women are at loose ends... until they discover that with the right combination of passion, fearlessness and butter, anything is possible.",22.853006,"['columbia_pictures', 'scott_rudin_productions', 'easy_there_tiger_productions']",['us'],2009-08-06,129540499,123.0,"['en', 'fr']",Julie & Julia,6.6
1169,40000000,['drama'],109410,en,42,"The powerful story of Jackie Robinson, the legendary baseball player who broke Major League Baseball’s color barrier when he joined the roster of the Brooklyn Dodgers. The film follows the innovative Dodgers’ general manager Branch Rickey, the MLB executive who first signed Robinson to the minors and then helped to bring him up to the show.",31.884559,['warner_bros.'],['us'],2013-04-12,95020213,128.0,[''],42,6.8
1170,40000000,"['thriller', 'crime', 'drama']",1213,en,The Talented Mr. Ripley,"Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder.",31.385257,"['paramount_pictures', 'miramax_films', 'timnick_films', 'mirage_enterprises']",['us'],1999-12-25,128798265,139.0,"['en', 'it']",The Talented Mr. Ripley,7.0
1171,40000000,['comedy'],100042,en,Dumb and Dumber To,"20 years after the dimwits set out on their first adventure, they head out in search of one of their long lost children in the hope of gaining a new kidney.",67.767785,"['new_line_cinema', 'universal_pictures', 'conundrum_entertainment', 'red_granite_pictures']",['us'],2014-11-12,169837010,110.0,['en'],Dumb and Dumber To,5.4
1172,40000000,"['adventure', 'drama', 'family']",9036,en,Eight Below,"In the Antarctic, after an expedition with Dr. Davis McClaren, the sled dog trainer Jerry Shepherd has to leave the polar base with his colleagues due to the proximity of a heavy snow storm. He ties his dogs to be rescued after, but the mission is called-off and the dogs are left alone at their own fortune. For six months, Jerry tries to find a sponsor for a rescue mission.",24.287306,"['walt_disney_pictures', 'spyglass_entertainment', 'vertigo_entertainment', 'kennedy/marshall_company,_the', 'mandeville_films', 'winking_productions']",['us'],2006-02-17,120455994,120.0,['en'],Eight Below,6.7
1173,35000000,['comedy'],257211,en,The Intern,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",53.114573,"['waverly_films', 'warner_bros.']",['us'],2015-09-24,194564672,121.0,['en'],The Intern,7.1
1174,40000000,"['action', 'comedy']",323675,en,Ride Along 2,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.",25.136082,"['universal_pictures', 'cube_vision', 'will_packer_productions', 'reel_chefs_catering']",['us'],2016-01-14,124827316,102.0,['en'],Ride Along 2,6.1
1175,40000000,"['action', 'adventure', 'drama', 'history', 'romance', 'war']",9361,en,The Last of the Mohicans,"As the English and French soldiers battle for control of the American colonies in the 18th century, the settlers and native Americans are forced to take sides. Cora and her sister Alice unwittingly walk into trouble but are reluctantly saved by Hawkeye, an orphaned settler adopted by the last of the Mohicans.",37.776566,['morgan_creek_productions'],['us'],1992-09-25,75505856,112.0,"['en', 'fr']",The Last of the Mohicans,7.1
1176,40000000,"['drama', 'music']",1677,en,Ray,"Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered couping gospel and country together.",21.743321,"['universal_pictures', 'bristol_bay_productions', 'baldwin_entertainment_group', 'anvil_films']",['us'],2004-10-29,124731534,152.0,['en'],Ray,7.2
1177,40000000,"['action', 'thriller', 'crime']",187,en,Sin City,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",66.003433,"['dimension_films', 'troublemaker_studios', 'miramax']",['us'],2005-04-01,158733820,124.0,['en'],Sin City,7.2
1178,40000000,"['drama', 'action', 'thriller', 'crime']",7461,en,Vantage Point,The attempted assassination of the American President is told and re-told from several different perspectives.,24.862767,"['columbia_pictures', 'original_film', 'kanzaman', 'relativity_media', 'art_in_motion']",['us'],2008-02-01,151161491,90.0,"['es', 'en']",Vantage Point,6.2
1179,41000000,['comedy'],16538,en,"I Love You, Man","Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his Best Man. Peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward ""man-dates.""",25.391899,"['the_montecito_picture_company', 'de_line_pictures', 'bernard_gayle_productions']",['us'],2009-03-20,91636986,105.0,['en'],"I Love You, Man",6.5
1180,40000000,"['comedy', 'romance']",9889,en,Shallow Hal,"A shallow man falls in love with a 300 pound woman because of her ""inner beauty"".",29.854773,['twentieth_century_fox_film_corporation'],['us'],2001-11-01,141069860,114.0,['en'],Shallow Hal,5.7
1181,40000000,"['drama', 'thriller', 'history']",820,en,JFK,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,26.82041,"['camelot_productions', 'canal_plus_group', 'ixtlan_productions', 'warner_bros.']",['us'],1991-12-20,205405498,189.0,"['en', 'es']",JFK,7.5
1182,40000000,"['comedy', 'crime']",11565,en,Big Momma's House 2,"FBI agent Malcolm Turner goes back undercover as Big Momma, a slick-talking, slam-dunking Southern granny with attitude to spare! Now this granny must play nanny to three dysfunctional upper class kids in order to spy on their computer hacked dad.",17.61292,"['twentieth_century_fox_film_corporation', 'regency_enterprises', 'epsilon_motion_pictures', 'firm_films', 'deep_river_productions', 'new_regency_pictures', 'ed_friendly_productions', 'runteldat_entertainment', 'big_lou_house_productions']",['us'],2006-01-26,138259062,99.0,['en'],Big Momma's House 2,5.4
1183,57000000,"['action', 'comedy', 'crime', 'romance']",6073,en,The Mexican,"Jerry Welbach, a reluctant bagman, has been given two ultimatums: The first is from his mob boss to travel to Mexico and retrieve a priceless antique pistol, known as ""the Mexican""... or suffer the consequences. The second is from his girlfriend Samantha to end his association with the mob. Jerry figures alive and in trouble with Samantha is better than the more permanent alternative, so he heads south of the border.",21.021809,"['dreamworks_skg', 'newmarket_capital_group', 'lawrence_bender_productions', 'pistolero_productions_llc']","['mx', 'us']",2001-03-01,147845033,123.0,"['en', 'es']",The Mexican,5.8
1184,20000000,['comedy'],16996,en,17 Again,"On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",52.571674,"['new_line_cinema', 'offspring_entertainment']",['us'],2009-03-11,136267476,102.0,['en'],17 Again,6.1
1185,40000000,"['comedy', 'romance']",193610,en,The Other Woman,"After discovering her boyfriend is married, Carly soon meets the wife he's been cheating on. And when yet another affair is discovered, all three women team up to plot mutual revenge on the three-timing SOB.",34.519636,"['twentieth_century_fox_film_corporation', 'lbi_productions']",['us'],2014-04-16,196781193,109.0,['en'],The Other Woman,6.2
1186,40000000,"['horror', 'mystery']",19912,en,The Final Destination,"After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.",32.478077,"['new_line_cinema', 'practical_pictures', 'parallel_zide']",['us'],2009-08-26,186167139,82.0,['en'],The Final Destination,5.4
1187,40000000,"['thriller', 'drama']",296098,en,Bridge of Spies,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",48.445978,"['dreamworks_skg', 'amblin_entertainment', 'studio_babelsberg', 'fox_2000_pictures', 'marc_platt_productions', 'participant_media', 'reliance_entertainment', 'tsg_entertainment']","['in', 'us', 'de']",2015-10-15,165478348,141.0,"['ru', 'en', 'de']",Bridge of Spies,7.2
1188,40000000,"['action', 'drama', 'thriller', 'war']",8007,en,Behind Enemy Lines,"While flying a routine reconnaissance mission over Bosnia, fighter pilot Chris Burnett photographs something he wasn't supposed to see and gets shot down behind enemy lines, where he must outrun an army led by a ruthless Serbian general. With time running out and a deadly tracker on his trail, Burnett's commanding officer decides to risk his career and launch a renegade rescue mission to save his life.",24.012986,"['twentieth_century_fox_film_corporation', 'davis_entertainment']",['us'],2001-11-17,91753202,106.0,"['cs', 'en', 'es', 'sh']",Behind Enemy Lines,6.0
1189,40000000,['comedy'],32823,en,Get Him to the Greek,"Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow, a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol, out of control rock star Aldous Snow, back to LA for his comeback show.",17.869443,"['universal_pictures', 'spyglass_entertainment', 'relativity_media', 'apatow_productions']",['us'],2010-06-04,90029656,109.0,['en'],Get Him to the Greek,5.9
1190,50000000,"['drama', 'romance', 'comedy']",4380,en,Shall We Dance?,"Upon first sight of a beautiful instructor, a bored and overworked estate lawyer signs up for ballroom dancing lessons.",14.231899,['miramax_films'],['us'],2004-10-15,170128460,107.0,['en'],Shall We Dance?,5.9
1191,40000000,"['comedy', 'adventure', 'fantasy', 'science_fiction', 'action']",11551,en,Small Soldiers,"When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously.",23.088571,"['universal_pictures', 'amblin_entertainment', 'dreamworks_pictures']",['us'],1998-07-10,54682547,110.0,"['en', 'fr', 'hu', 'es']",Small Soldiers,6.2
1192,40000000,"['action', 'adventure', 'fantasy', 'horror', 'science_fiction', 'thriller']",10336,en,Spawn,"After being murdered by corrupt colleagues in a covert government agency, Al Simmons (Michael Jai White) makes a pact with the devil to be resurrected to see his beloved wife Wanda (Theresa Randle). In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.",19.833664,"['new_line_cinema', 'pull_down_your_pants_pictures', 'todd_mcfarlane_entertainment']",['us'],1997-07-31,87840042,96.0,['en'],Spawn,5.0
1193,35000000,"['action', 'adventure', 'drama', 'thriller']",11362,en,The Count of Monte Cristo,"Edmond Dantés's life and plans to marry the beautiful Mercedes are shattered when his best friend, Fernand, deceives him. After spending 13 miserable years in prison, Dantés escapes with the help of a fellow inmate and plots his revenge, cleverly insinuating himself into the French nobility.",26.595983,"['spyglass_entertainment', 'world_2000_entertainment', 'count_of_monte_cristo_ltd.', 'touchstone_pictures']",['us'],2002-01-23,75395048,131.0,['en'],The Count of Monte Cristo,7.3
1194,40000000,"['crime', 'drama', 'thriller']",50348,en,The Lincoln Lawyer,A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,26.072228,"['lakeshore_entertainment', 'sidney_kimmel_entertainment', 'lionsgate']",['us'],2011-03-17,85412898,119.0,['en'],The Lincoln Lawyer,7.0
1195,30000000,"['action', 'mystery', 'thriller']",48138,en,Unknown,"An American biologist attending a conference in Berlin awakens from a coma after a car accident, only to discover that someone has taken his identity and that no one, not even his wife, believes him. With the help of an illegal immigrant and a former Stazi agent, he sets out to prove who he is and find out why people are trying to kill him.",38.643914,"['studio_babelsberg', 'studiocanal', 'dark_castle_entertainment', 'tf1_films_production', 'canal+', 'panda_productions_inc.', 'horticus_uk']","['fr', 'de', 'gb']",2011-02-16,130786397,113.0,"['en', 'de', 'tr', 'ar']",Unknown,6.5
1196,40000000,"['drama', 'mystery', 'thriller']",1124,en,The Prestige,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",74.440708,"['warner_bros.', 'touchstone_pictures', 'syncopy']",['us'],2006-10-19,109676311,130.0,['en'],The Prestige,8.0
